title                                                                                                                          ,link                                                                                                                     ,category      ,processed_title                                                                                      ,category_label
Judge rules Israeli firm NSO Group liable for damages in WhatsApp hacking case                                                 ,https://edition.cnn.com/2024/12/20/tech/whatsapp-nso-group-pegasus/index.html                                            ,Tech          ,judg rule isra firm nso group liabl damag whatsapp hack case                                         ,             1
We dialed 1-800-ChatGPT. Here’s what happened                                                                                  ,https://edition.cnn.com/2024/12/19/tech/openai-chatgpt-phone-call/index.html                                             ,Tech          ,dial chatgpt here happen                                                                             ,             1
Online dating is about to radically change                                                                                     ,https://edition.cnn.com/2024/12/19/tech/why-dating-may-look-radically-different-in-5-years/index.html                    ,Tech          ,onlin date radic chang                                                                               ,             1
Humanoid robot that can do laundry and make coffee could be yours next year                                                    ,https://edition.cnn.com/2024/12/19/business/video/neo-robots-ai-coffee-digvid                                            ,Tech          ,humanoid robot laundri make coffe could next year                                                    ,             1
Europe opens probe into TikTok over election interference following Romanian election                                          ,https://edition.cnn.com/2024/12/17/tech/eu-tiktok-investigation-romanian-election-intl/index.html                        ,Tech          ,europ open probe tiktok elect interfer follow romanian elect                                         ,             1
Trump meets with TikTok CEO at Mar-a-Lago as company asks Supreme Court to intervene in fight over federal ban                 ,https://edition.cnn.com/2024/12/16/tech/tiktok-ceo-trump-supreme-court/index.html                                        ,Tech          ,trump meet tiktok ceo maralago compani ask suprem court interven fight feder ban                     ,             1
Why the COO of one of the world’s foremost AI companies spent 50 hours interviewing for her job                                ,https://edition.cnn.com/2024/12/16/business/video/lila-ibrahim-50-hours-google-deepmind-spc                              ,Tech          ,coo one world foremost ai compani spent hour interview job                                           ,             1
Want to know what’s flying overhead? There’s an app for that                                                                   ,https://edition.cnn.com/2024/12/14/tech/aircraft-drone-identifier-apps/index.html                                        ,Tech          ,want know what fli overhead there app                                                                ,             1
Sony hasn’t been this hot since it made the Walkman                                                                            ,https://edition.cnn.com/2024/12/14/tech/sony-stock-record/index.html                                                     ,Tech          ,soni hasnt hot sinc made walkman                                                                     ,             1
History-making probe achieves closest-ever approach to the sun                                                                 ,https://edition.cnn.com/2024/12/23/science/parker-solar-probe-sun-close-approach/index.html                              ,Tech          ,historymak probe achiev closestev approach sun                                                       ,             1
Microplastics are choking our waters. Could a sponge made of squid bones help remove them?                                     ,https://edition.cnn.com/2024/12/17/science/microplastics-sponge-wuhan-china-scn-intl-hnk/index.html                      ,Tech          ,microplast choke water could spong made squid bone help remov                                        ,             1
"I don’t have diabetes, but I wore a glucose monitor for six weeks. Here’s what I learned about food (and anxiety)"            ,https://edition.cnn.com/2024/11/29/health/continuous-glucose-monitor-tirrell-wellness/index.html                         ,Tech          ,dont diabet wore glucos monitor six week here learn food anxieti                                     ,             1
Snapchat’s new AI chatbot is already raising alarms among teens and parents                                                    ,https://edition.cnn.com/2023/04/27/tech/snapchat-my-ai-concerns-wellness/index.html                                      ,Tech          ,snapchat new ai chatbot alreadi rais alarm among teen parent                                         ,             1
Expect 2025 to be a happy new year for your investments. Unless…                                                               ,https://edition.cnn.com/2025/01/01/investing/what-to-expect-from-stocks-in-2025/index.html                               ,Tech          ,expect happi new year invest unless                                                                  ,             1
Stocks just did something they haven’t done in nearly three decades                                                            ,https://edition.cnn.com/2024/12/31/investing/stock-market-end-of-year-wrap/index.html                                    ,Tech          ,stock someth havent done nearli three decad                                                          ,             1
Where the deadly South Korean airline crash investigation is heading                                                           ,https://edition.cnn.com/2024/12/30/business/south-korean-airline-crash-investigation/index.html                          ,Tech          ,deadli south korean airlin crash investig head                                                       ,             1
Bernie Madoff’s victims have now recovered 94% of their losses                                                                 ,https://edition.cnn.com/2024/12/31/business/bernie-madoff-victim-compensation-final-intl/index.html                      ,Tech          ,berni madoff victim recov loss                                                                       ,             1
Boeing’s terrible year is ending with the worst aviation tragedy of 2024                                                       ,https://edition.cnn.com/2024/12/31/business/boeing-terrible-year-ends-with-tragedy/index.html                            ,Tech          ,boe terribl year end worst aviat tragedi                                                             ,             1
A ‘Ladies’ Night’ lawsuit sent a family-owned restaurant out of business. It’s more common than you’d think                    ,https://edition.cnn.com/2024/12/31/business/ladies-night-lawsuit-small-business/index.html                               ,Tech          ,ladi night lawsuit sent familyown restaur busi common youd think                                     ,             1
Expect 2025 to be a happy new year for your investments. Unless…                                                               ,https://edition.cnn.com/2025/01/01/investing/what-to-expect-from-stocks-in-2025/index.html                               ,Tech          ,expect happi new year invest unless                                                                  ,             1
Stocks just did something they haven’t done in nearly three decades                                                            ,https://edition.cnn.com/2024/12/31/investing/stock-market-end-of-year-wrap/index.html                                    ,Tech          ,stock someth havent done nearli three decad                                                          ,             1
Where the deadly South Korean airline crash investigation is heading                                                           ,https://edition.cnn.com/2024/12/30/business/south-korean-airline-crash-investigation/index.html                          ,Tech          ,deadli south korean airlin crash investig head                                                       ,             1
MAGA opponents of Elon Musk claim he stripped them of their X badges                                                           ,https://edition.cnn.com/2024/12/27/tech/maga-musk-x-visas/index.html                                                     ,Tech          ,maga oppon elon musk claim strip x badg                                                              ,             1
AI bigwigs want to go all-in on nuclear. They also happen to be behind nuclear companies                                       ,https://edition.cnn.com/2024/12/24/tech/nuclear-energy-ai-leaders/index.html                                             ,Tech          ,ai bigwig want go allin nuclear also happen behind nuclear compani                                   ,             1
FTX executives shave serious time off their sentences                                                                          ,https://edition.cnn.com/2024/12/26/tech/ftx-ryan-salame-caroline-ellison-sentences/index.html                            ,Tech          ,ftx execut shave seriou time sentenc                                                                 ,             1
"Iran lifts ban on WhatsApp and Google Play, state media says"                                                                 ,https://edition.cnn.com/2024/12/24/tech/iran-lifts-ban-on-whatsapp-and-google-play-state-media-says-intl/index.html      ,Tech          ,iran lift ban whatsapp googl play state medium say                                                   ,             1
A billion laser points helped bring Notre Dame back to life                                                                    ,https://edition.cnn.com/2024/12/23/tech/ai-models-tech-notre-dame-cathedral/index.html                                   ,Tech          ,billion laser point help bring notr dame back life                                                   ,             1
Judge rules Israeli firm NSO Group liable for damages in WhatsApp hacking case                                                 ,https://edition.cnn.com/2024/12/20/tech/whatsapp-nso-group-pegasus/index.html                                            ,Tech          ,judg rule isra firm nso group liabl damag whatsapp hack case                                         ,             1
We dialed 1-800-ChatGPT. Here’s what happened                                                                                  ,https://edition.cnn.com/2024/12/19/tech/openai-chatgpt-phone-call/index.html                                             ,Tech          ,dial chatgpt here happen                                                                             ,             1
Online dating is about to radically change                                                                                     ,https://edition.cnn.com/2024/12/19/tech/why-dating-may-look-radically-different-in-5-years/index.html                    ,Tech          ,onlin date radic chang                                                                               ,             1
Humanoid robot that can do laundry and make coffee could be yours next year                                                    ,https://edition.cnn.com/2024/12/19/business/video/neo-robots-ai-coffee-digvid                                            ,Tech          ,humanoid robot laundri make coffe could next year                                                    ,             1
Europe opens probe into TikTok over election interference following Romanian election                                          ,https://edition.cnn.com/2024/12/17/tech/eu-tiktok-investigation-romanian-election-intl/index.html                        ,Tech          ,europ open probe tiktok elect interfer follow romanian elect                                         ,             1
Trump meets with TikTok CEO at Mar-a-Lago as company asks Supreme Court to intervene in fight over federal ban                 ,https://edition.cnn.com/2024/12/16/tech/tiktok-ceo-trump-supreme-court/index.html                                        ,Tech          ,trump meet tiktok ceo maralago compani ask suprem court interven fight feder ban                     ,             1
Why the COO of one of the world’s foremost AI companies spent 50 hours interviewing for her job                                ,https://edition.cnn.com/2024/12/16/business/video/lila-ibrahim-50-hours-google-deepmind-spc                              ,Tech          ,coo one world foremost ai compani spent hour interview job                                           ,             1
Want to know what’s flying overhead? There’s an app for that                                                                   ,https://edition.cnn.com/2024/12/14/tech/aircraft-drone-identifier-apps/index.html                                        ,Tech          ,want know what fli overhead there app                                                                ,             1
Sony hasn’t been this hot since it made the Walkman                                                                            ,https://edition.cnn.com/2024/12/14/tech/sony-stock-record/index.html                                                     ,Tech          ,soni hasnt hot sinc made walkman                                                                     ,             1
History-making probe achieves closest-ever approach to the sun                                                                 ,https://edition.cnn.com/2024/12/23/science/parker-solar-probe-sun-close-approach/index.html                              ,Tech          ,historymak probe achiev closestev approach sun                                                       ,             1
Microplastics are choking our waters. Could a sponge made of squid bones help remove them?                                     ,https://edition.cnn.com/2024/12/17/science/microplastics-sponge-wuhan-china-scn-intl-hnk/index.html                      ,Tech          ,microplast choke water could spong made squid bone help remov                                        ,             1
"I don’t have diabetes, but I wore a glucose monitor for six weeks. Here’s what I learned about food (and anxiety)"            ,https://edition.cnn.com/2024/11/29/health/continuous-glucose-monitor-tirrell-wellness/index.html                         ,Tech          ,dont diabet wore glucos monitor six week here learn food anxieti                                     ,             1
Snapchat’s new AI chatbot is already raising alarms among teens and parents                                                    ,https://edition.cnn.com/2023/04/27/tech/snapchat-my-ai-concerns-wellness/index.html                                      ,Tech          ,snapchat new ai chatbot alreadi rais alarm among teen parent                                         ,             1
Expect 2025 to be a happy new year for your investments. Unless…                                                               ,https://edition.cnn.com/2025/01/01/investing/what-to-expect-from-stocks-in-2025/index.html                               ,Tech          ,expect happi new year invest unless                                                                  ,             1
Stocks just did something they haven’t done in nearly three decades                                                            ,https://edition.cnn.com/2024/12/31/investing/stock-market-end-of-year-wrap/index.html                                    ,Tech          ,stock someth havent done nearli three decad                                                          ,             1
Where the deadly South Korean airline crash investigation is heading                                                           ,https://edition.cnn.com/2024/12/30/business/south-korean-airline-crash-investigation/index.html                          ,Tech          ,deadli south korean airlin crash investig head                                                       ,             1
Bernie Madoff’s victims have now recovered 94% of their losses                                                                 ,https://edition.cnn.com/2024/12/31/business/bernie-madoff-victim-compensation-final-intl/index.html                      ,Tech          ,berni madoff victim recov loss                                                                       ,             1
Boeing’s terrible year is ending with the worst aviation tragedy of 2024                                                       ,https://edition.cnn.com/2024/12/31/business/boeing-terrible-year-ends-with-tragedy/index.html                            ,Tech          ,boe terribl year end worst aviat tragedi                                                             ,             1
A ‘Ladies’ Night’ lawsuit sent a family-owned restaurant out of business. It’s more common than you’d think                    ,https://edition.cnn.com/2024/12/31/business/ladies-night-lawsuit-small-business/index.html                               ,Tech          ,ladi night lawsuit sent familyown restaur busi common youd think                                     ,             1
Expect 2025 to be a happy new year for your investments. Unless…                                                               ,https://edition.cnn.com/2025/01/01/investing/what-to-expect-from-stocks-in-2025/index.html                               ,Tech          ,expect happi new year invest unless                                                                  ,             1
Stocks just did something they haven’t done in nearly three decades                                                            ,https://edition.cnn.com/2024/12/31/investing/stock-market-end-of-year-wrap/index.html                                    ,Tech          ,stock someth havent done nearli three decad                                                          ,             1
Where the deadly South Korean airline crash investigation is heading                                                           ,https://edition.cnn.com/2024/12/30/business/south-korean-airline-crash-investigation/index.html                          ,Tech          ,deadli south korean airlin crash investig head                                                       ,             1
MAGA opponents of Elon Musk claim he stripped them of their X badges                                                           ,https://edition.cnn.com/2024/12/27/tech/maga-musk-x-visas/index.html                                                     ,Tech          ,maga oppon elon musk claim strip x badg                                                              ,             1
AI bigwigs want to go all-in on nuclear. They also happen to be behind nuclear companies                                       ,https://edition.cnn.com/2024/12/24/tech/nuclear-energy-ai-leaders/index.html                                             ,Tech          ,ai bigwig want go allin nuclear also happen behind nuclear compani                                   ,             1
FTX executives shave serious time off their sentences                                                                          ,https://edition.cnn.com/2024/12/26/tech/ftx-ryan-salame-caroline-ellison-sentences/index.html                            ,Tech          ,ftx execut shave seriou time sentenc                                                                 ,             1
"Iran lifts ban on WhatsApp and Google Play, state media says"                                                                 ,https://edition.cnn.com/2024/12/24/tech/iran-lifts-ban-on-whatsapp-and-google-play-state-media-says-intl/index.html      ,Tech          ,iran lift ban whatsapp googl play state medium say                                                   ,             1
A billion laser points helped bring Notre Dame back to life                                                                    ,https://edition.cnn.com/2024/12/23/tech/ai-models-tech-notre-dame-cathedral/index.html                                   ,Tech          ,billion laser point help bring notr dame back life                                                   ,             1
Judge rules Israeli firm NSO Group liable for damages in WhatsApp hacking case                                                 ,https://edition.cnn.com/2024/12/20/tech/whatsapp-nso-group-pegasus/index.html                                            ,Tech          ,judg rule isra firm nso group liabl damag whatsapp hack case                                         ,             1
We dialed 1-800-ChatGPT. Here’s what happened                                                                                  ,https://edition.cnn.com/2024/12/19/tech/openai-chatgpt-phone-call/index.html                                             ,Tech          ,dial chatgpt here happen                                                                             ,             1
Online dating is about to radically change                                                                                     ,https://edition.cnn.com/2024/12/19/tech/why-dating-may-look-radically-different-in-5-years/index.html                    ,Tech          ,onlin date radic chang                                                                               ,             1
Humanoid robot that can do laundry and make coffee could be yours next year                                                    ,https://edition.cnn.com/2024/12/19/business/video/neo-robots-ai-coffee-digvid                                            ,Tech          ,humanoid robot laundri make coffe could next year                                                    ,             1
Europe opens probe into TikTok over election interference following Romanian election                                          ,https://edition.cnn.com/2024/12/17/tech/eu-tiktok-investigation-romanian-election-intl/index.html                        ,Tech          ,europ open probe tiktok elect interfer follow romanian elect                                         ,             1
Trump meets with TikTok CEO at Mar-a-Lago as company asks Supreme Court to intervene in fight over federal ban                 ,https://edition.cnn.com/2024/12/16/tech/tiktok-ceo-trump-supreme-court/index.html                                        ,Tech          ,trump meet tiktok ceo maralago compani ask suprem court interven fight feder ban                     ,             1
Why the COO of one of the world’s foremost AI companies spent 50 hours interviewing for her job                                ,https://edition.cnn.com/2024/12/16/business/video/lila-ibrahim-50-hours-google-deepmind-spc                              ,Tech          ,coo one world foremost ai compani spent hour interview job                                           ,             1
Want to know what’s flying overhead? There’s an app for that                                                                   ,https://edition.cnn.com/2024/12/14/tech/aircraft-drone-identifier-apps/index.html                                        ,Tech          ,want know what fli overhead there app                                                                ,             1
Sony hasn’t been this hot since it made the Walkman                                                                            ,https://edition.cnn.com/2024/12/14/tech/sony-stock-record/index.html                                                     ,Tech          ,soni hasnt hot sinc made walkman                                                                     ,             1
History-making probe achieves closest-ever approach to the sun                                                                 ,https://edition.cnn.com/2024/12/23/science/parker-solar-probe-sun-close-approach/index.html                              ,Tech          ,historymak probe achiev closestev approach sun                                                       ,             1
Microplastics are choking our waters. Could a sponge made of squid bones help remove them?                                     ,https://edition.cnn.com/2024/12/17/science/microplastics-sponge-wuhan-china-scn-intl-hnk/index.html                      ,Tech          ,microplast choke water could spong made squid bone help remov                                        ,             1
"I don’t have diabetes, but I wore a glucose monitor for six weeks. Here’s what I learned about food (and anxiety)"            ,https://edition.cnn.com/2024/11/29/health/continuous-glucose-monitor-tirrell-wellness/index.html                         ,Tech          ,dont diabet wore glucos monitor six week here learn food anxieti                                     ,             1
Snapchat’s new AI chatbot is already raising alarms among teens and parents                                                    ,https://edition.cnn.com/2023/04/27/tech/snapchat-my-ai-concerns-wellness/index.html                                      ,Tech          ,snapchat new ai chatbot alreadi rais alarm among teen parent                                         ,             1
Expect 2025 to be a happy new year for your investments. Unless…                                                               ,https://edition.cnn.com/2025/01/01/investing/what-to-expect-from-stocks-in-2025/index.html                               ,Tech          ,expect happi new year invest unless                                                                  ,             1
Stocks just did something they haven’t done in nearly three decades                                                            ,https://edition.cnn.com/2024/12/31/investing/stock-market-end-of-year-wrap/index.html                                    ,Tech          ,stock someth havent done nearli three decad                                                          ,             1
Where the deadly South Korean airline crash investigation is heading                                                           ,https://edition.cnn.com/2024/12/30/business/south-korean-airline-crash-investigation/index.html                          ,Tech          ,deadli south korean airlin crash investig head                                                       ,             1
Bernie Madoff’s victims have now recovered 94% of their losses                                                                 ,https://edition.cnn.com/2024/12/31/business/bernie-madoff-victim-compensation-final-intl/index.html                      ,Tech          ,berni madoff victim recov loss                                                                       ,             1
Boeing’s terrible year is ending with the worst aviation tragedy of 2024                                                       ,https://edition.cnn.com/2024/12/31/business/boeing-terrible-year-ends-with-tragedy/index.html                            ,Tech          ,boe terribl year end worst aviat tragedi                                                             ,             1
A ‘Ladies’ Night’ lawsuit sent a family-owned restaurant out of business. It’s more common than you’d think                    ,https://edition.cnn.com/2024/12/31/business/ladies-night-lawsuit-small-business/index.html                               ,Tech          ,ladi night lawsuit sent familyown restaur busi common youd think                                     ,             1
Expect 2025 to be a happy new year for your investments. Unless…                                                               ,https://edition.cnn.com/2025/01/01/investing/what-to-expect-from-stocks-in-2025/index.html                               ,Tech          ,expect happi new year invest unless                                                                  ,             1
Stocks just did something they haven’t done in nearly three decades                                                            ,https://edition.cnn.com/2024/12/31/investing/stock-market-end-of-year-wrap/index.html                                    ,Tech          ,stock someth havent done nearli three decad                                                          ,             1
Where the deadly South Korean airline crash investigation is heading                                                           ,https://edition.cnn.com/2024/12/30/business/south-korean-airline-crash-investigation/index.html                          ,Tech          ,deadli south korean airlin crash investig head                                                       ,             1
MAGA opponents of Elon Musk claim he stripped them of their X badges                                                           ,https://edition.cnn.com/2024/12/27/tech/maga-musk-x-visas/index.html                                                     ,Tech          ,maga oppon elon musk claim strip x badg                                                              ,             1
AI bigwigs want to go all-in on nuclear. They also happen to be behind nuclear companies                                       ,https://edition.cnn.com/2024/12/24/tech/nuclear-energy-ai-leaders/index.html                                             ,Tech          ,ai bigwig want go allin nuclear also happen behind nuclear compani                                   ,             1
FTX executives shave serious time off their sentences                                                                          ,https://edition.cnn.com/2024/12/26/tech/ftx-ryan-salame-caroline-ellison-sentences/index.html                            ,Tech          ,ftx execut shave seriou time sentenc                                                                 ,             1
"Iran lifts ban on WhatsApp and Google Play, state media says"                                                                 ,https://edition.cnn.com/2024/12/24/tech/iran-lifts-ban-on-whatsapp-and-google-play-state-media-says-intl/index.html      ,Tech          ,iran lift ban whatsapp googl play state medium say                                                   ,             1
A billion laser points helped bring Notre Dame back to life                                                                    ,https://edition.cnn.com/2024/12/23/tech/ai-models-tech-notre-dame-cathedral/index.html                                   ,Tech          ,billion laser point help bring notr dame back life                                                   ,             1
Judge rules Israeli firm NSO Group liable for damages in WhatsApp hacking case                                                 ,https://edition.cnn.com/2024/12/20/tech/whatsapp-nso-group-pegasus/index.html                                            ,Tech          ,judg rule isra firm nso group liabl damag whatsapp hack case                                         ,             1
We dialed 1-800-ChatGPT. Here’s what happened                                                                                  ,https://edition.cnn.com/2024/12/19/tech/openai-chatgpt-phone-call/index.html                                             ,Tech          ,dial chatgpt here happen                                                                             ,             1
Online dating is about to radically change                                                                                     ,https://edition.cnn.com/2024/12/19/tech/why-dating-may-look-radically-different-in-5-years/index.html                    ,Tech          ,onlin date radic chang                                                                               ,             1
Humanoid robot that can do laundry and make coffee could be yours next year                                                    ,https://edition.cnn.com/2024/12/19/business/video/neo-robots-ai-coffee-digvid                                            ,Tech          ,humanoid robot laundri make coffe could next year                                                    ,             1
Europe opens probe into TikTok over election interference following Romanian election                                          ,https://edition.cnn.com/2024/12/17/tech/eu-tiktok-investigation-romanian-election-intl/index.html                        ,Tech          ,europ open probe tiktok elect interfer follow romanian elect                                         ,             1
Trump meets with TikTok CEO at Mar-a-Lago as company asks Supreme Court to intervene in fight over federal ban                 ,https://edition.cnn.com/2024/12/16/tech/tiktok-ceo-trump-supreme-court/index.html                                        ,Tech          ,trump meet tiktok ceo maralago compani ask suprem court interven fight feder ban                     ,             1
Why the COO of one of the world’s foremost AI companies spent 50 hours interviewing for her job                                ,https://edition.cnn.com/2024/12/16/business/video/lila-ibrahim-50-hours-google-deepmind-spc                              ,Tech          ,coo one world foremost ai compani spent hour interview job                                           ,             1
Want to know what’s flying overhead? There’s an app for that                                                                   ,https://edition.cnn.com/2024/12/14/tech/aircraft-drone-identifier-apps/index.html                                        ,Tech          ,want know what fli overhead there app                                                                ,             1
Sony hasn’t been this hot since it made the Walkman                                                                            ,https://edition.cnn.com/2024/12/14/tech/sony-stock-record/index.html                                                     ,Tech          ,soni hasnt hot sinc made walkman                                                                     ,             1
History-making probe achieves closest-ever approach to the sun                                                                 ,https://edition.cnn.com/2024/12/23/science/parker-solar-probe-sun-close-approach/index.html                              ,Tech          ,historymak probe achiev closestev approach sun                                                       ,             1
Microplastics are choking our waters. Could a sponge made of squid bones help remove them?                                     ,https://edition.cnn.com/2024/12/17/science/microplastics-sponge-wuhan-china-scn-intl-hnk/index.html                      ,Tech          ,microplast choke water could spong made squid bone help remov                                        ,             1
"I don’t have diabetes, but I wore a glucose monitor for six weeks. Here’s what I learned about food (and anxiety)"            ,https://edition.cnn.com/2024/11/29/health/continuous-glucose-monitor-tirrell-wellness/index.html                         ,Tech          ,dont diabet wore glucos monitor six week here learn food anxieti                                     ,             1
Snapchat’s new AI chatbot is already raising alarms among teens and parents                                                    ,https://edition.cnn.com/2023/04/27/tech/snapchat-my-ai-concerns-wellness/index.html                                      ,Tech          ,snapchat new ai chatbot alreadi rais alarm among teen parent                                         ,             1
Expect 2025 to be a happy new year for your investments. Unless…                                                               ,https://edition.cnn.com/2025/01/01/investing/what-to-expect-from-stocks-in-2025/index.html                               ,Tech          ,expect happi new year invest unless                                                                  ,             1
Stocks just did something they haven’t done in nearly three decades                                                            ,https://edition.cnn.com/2024/12/31/investing/stock-market-end-of-year-wrap/index.html                                    ,Tech          ,stock someth havent done nearli three decad                                                          ,             1
Where the deadly South Korean airline crash investigation is heading                                                           ,https://edition.cnn.com/2024/12/30/business/south-korean-airline-crash-investigation/index.html                          ,Tech          ,deadli south korean airlin crash investig head                                                       ,             1
Bernie Madoff’s victims have now recovered 94% of their losses                                                                 ,https://edition.cnn.com/2024/12/31/business/bernie-madoff-victim-compensation-final-intl/index.html                      ,Tech          ,berni madoff victim recov loss                                                                       ,             1
Boeing’s terrible year is ending with the worst aviation tragedy of 2024                                                       ,https://edition.cnn.com/2024/12/31/business/boeing-terrible-year-ends-with-tragedy/index.html                            ,Tech          ,boe terribl year end worst aviat tragedi                                                             ,             1
A ‘Ladies’ Night’ lawsuit sent a family-owned restaurant out of business. It’s more common than you’d think                    ,https://edition.cnn.com/2024/12/31/business/ladies-night-lawsuit-small-business/index.html                               ,Tech          ,ladi night lawsuit sent familyown restaur busi common youd think                                     ,             1
Expect 2025 to be a happy new year for your investments. Unless…                                                               ,https://edition.cnn.com/2025/01/01/investing/what-to-expect-from-stocks-in-2025/index.html                               ,Tech          ,expect happi new year invest unless                                                                  ,             1
Stocks just did something they haven’t done in nearly three decades                                                            ,https://edition.cnn.com/2024/12/31/investing/stock-market-end-of-year-wrap/index.html                                    ,Tech          ,stock someth havent done nearli three decad                                                          ,             1
Where the deadly South Korean airline crash investigation is heading                                                           ,https://edition.cnn.com/2024/12/30/business/south-korean-airline-crash-investigation/index.html                          ,Tech          ,deadli south korean airlin crash investig head                                                       ,             1
MAGA opponents of Elon Musk claim he stripped them of their X badges                                                           ,https://edition.cnn.com/2024/12/27/tech/maga-musk-x-visas/index.html                                                     ,Tech          ,maga oppon elon musk claim strip x badg                                                              ,             1
AI bigwigs want to go all-in on nuclear. They also happen to be behind nuclear companies                                       ,https://edition.cnn.com/2024/12/24/tech/nuclear-energy-ai-leaders/index.html                                             ,Tech          ,ai bigwig want go allin nuclear also happen behind nuclear compani                                   ,             1
FTX executives shave serious time off their sentences                                                                          ,https://edition.cnn.com/2024/12/26/tech/ftx-ryan-salame-caroline-ellison-sentences/index.html                            ,Tech          ,ftx execut shave seriou time sentenc                                                                 ,             1
"Iran lifts ban on WhatsApp and Google Play, state media says"                                                                 ,https://edition.cnn.com/2024/12/24/tech/iran-lifts-ban-on-whatsapp-and-google-play-state-media-says-intl/index.html      ,Tech          ,iran lift ban whatsapp googl play state medium say                                                   ,             1
A billion laser points helped bring Notre Dame back to life                                                                    ,https://edition.cnn.com/2024/12/23/tech/ai-models-tech-notre-dame-cathedral/index.html                                   ,Tech          ,billion laser point help bring notr dame back life                                                   ,             1
Judge rules Israeli firm NSO Group liable for damages in WhatsApp hacking case                                                 ,https://edition.cnn.com/2024/12/20/tech/whatsapp-nso-group-pegasus/index.html                                            ,Tech          ,judg rule isra firm nso group liabl damag whatsapp hack case                                         ,             1
We dialed 1-800-ChatGPT. Here’s what happened                                                                                  ,https://edition.cnn.com/2024/12/19/tech/openai-chatgpt-phone-call/index.html                                             ,Tech          ,dial chatgpt here happen                                                                             ,             1
Online dating is about to radically change                                                                                     ,https://edition.cnn.com/2024/12/19/tech/why-dating-may-look-radically-different-in-5-years/index.html                    ,Tech          ,onlin date radic chang                                                                               ,             1
Humanoid robot that can do laundry and make coffee could be yours next year                                                    ,https://edition.cnn.com/2024/12/19/business/video/neo-robots-ai-coffee-digvid                                            ,Tech          ,humanoid robot laundri make coffe could next year                                                    ,             1
Europe opens probe into TikTok over election interference following Romanian election                                          ,https://edition.cnn.com/2024/12/17/tech/eu-tiktok-investigation-romanian-election-intl/index.html                        ,Tech          ,europ open probe tiktok elect interfer follow romanian elect                                         ,             1
Trump meets with TikTok CEO at Mar-a-Lago as company asks Supreme Court to intervene in fight over federal ban                 ,https://edition.cnn.com/2024/12/16/tech/tiktok-ceo-trump-supreme-court/index.html                                        ,Tech          ,trump meet tiktok ceo maralago compani ask suprem court interven fight feder ban                     ,             1
Why the COO of one of the world’s foremost AI companies spent 50 hours interviewing for her job                                ,https://edition.cnn.com/2024/12/16/business/video/lila-ibrahim-50-hours-google-deepmind-spc                              ,Tech          ,coo one world foremost ai compani spent hour interview job                                           ,             1
Want to know what’s flying overhead? There’s an app for that                                                                   ,https://edition.cnn.com/2024/12/14/tech/aircraft-drone-identifier-apps/index.html                                        ,Tech          ,want know what fli overhead there app                                                                ,             1
Sony hasn’t been this hot since it made the Walkman                                                                            ,https://edition.cnn.com/2024/12/14/tech/sony-stock-record/index.html                                                     ,Tech          ,soni hasnt hot sinc made walkman                                                                     ,             1
History-making probe achieves closest-ever approach to the sun                                                                 ,https://edition.cnn.com/2024/12/23/science/parker-solar-probe-sun-close-approach/index.html                              ,Tech          ,historymak probe achiev closestev approach sun                                                       ,             1
